简介,小区,户型,面积,关注人数,观看次数,发布时间,房价,单价/平,城区,经纬度
南向正规一室一厅，户型好，小区闹中取静,马连道中里 , 1室1厅 , 58.46平米 ,22人关注 , 共3次带看 , 1个月以前发布,500,单价85529元/平米,西城,"116.336918,39.893507"
西城六铺炕一区 满两年 商品房 南向一居,六铺炕一区 , 1室1厅 , 44.7平米 ,82人关注 , 共1次带看 , 2个月以前发布,670,单价149889元/平米,西城,"116.399275,39.958385"
南北通透 满五年，业主首套住房,平原里小区 , 2室1厅 , 67.56平米 ,51人关注 , 共3次带看 , 2个月以前发布,660,单价97691元/平米,西城,"116.37913,39.887761"
南北通透大两居，楼龄新，97年板楼，业主诚心出售,车站东街15号院 , 2室1厅 , 68.89平米 ,32人关注 , 共3次带看 , 1个月以前发布,725,单价105241元/平米,西城,"116.351933,39.887523"
什刹海 华裕园小区 南北通透2居 采光很好 ,华裕园小区 , 2室1厅 , 68.6平米 ,173人关注 , 共8次带看 , 1个月以前发布,960,单价139942元/平米,西城,"116.387511,39.931949"
荣丰4期东南向户型方正 视野好,荣丰2008 , 1室1厅 , 41.03平米 ,30人关注 , 共1次带看 , 1个月以前发布,450,单价109676元/平米,西城,"116.343245,39.900529"
荣丰2008 1室1厅 420万,荣丰2008 , 1室1厅 , 34.53平米 ,58人关注 , 共3次带看 , 1个月以前发布,420,单价121634元/平米,西城,"116.343245,39.900529"
荣丰2008 1室1厅 410万,荣丰2008 , 1室1厅 , 31.86平米 ,60人关注 , 共4次带看 , 1个月以前发布,410,单价128689元/平米,西城,"116.343245,39.900529"
朝向是南北，低楼层，小区24小时保安，24小时热水,玉桃园二区 , 2室1厅 , 90.1平米 ,20人关注 , 共80次带看 , 2个月以前发布,978,单价108547元/平米,西城,"116.367291,39.948688"
复兴门外大街 2室1厅 615万,复兴门外大街 , 2室1厅 , 54.4平米 ,16人关注 , 共2次带看 , 1个月以前发布,615,单价113052元/平米,西城,"116.34688,39.912912"
展览路 朝南一居室 低楼层 无遮挡 ,展览路 , 1室1厅 , 41.3平米 ,59人关注 , 共3次带看 , 1个月以前发布,510,单价123487元/平米,西城,"116.351337,39.931197"
西二环 椿树馆西向精装一居带电梯 楼龄新 位置安静,广安门外南街 , 1室0厅 , 54.26平米 ,22人关注 , 共5次带看 , 1个月以前发布,565,单价104129元/平米,西城,"116.352899,39.889225"
国英园 朝南复式两居 业主诚意出售！！,国英园 , 2室1厅 , 71.1平米 ,387人关注 , 共77次带看 , 3个月以前发布,800,单价112518元/平米,西城,"116.365415,39.939525"
阜成门地铁2号线 东西北向三居室 电梯直达中间楼层,北营房东里 , 3室1厅 , 77.7平米 ,20人关注 , 共4次带看 , 1个月以前发布,930,单价119692元/平米,西城,"116.35861,39.932098"
乐城 东南朝向正规一居 商品房 满两年 原值高,乐城 , 1室1厅 , 45.6平米 ,43人关注 , 共2次带看 , 1个月以前发布,410,单价89913元/平米,西城,"116.346469,39.882483"
西城广安门外-产权住宅-二环边东南向一居室,车站西街17号院 , 1室1厅 , 65.84平米 ,17人关注 , 共4次带看 , 31天以前发布,560,单价85055元/平米,西城,"116.345757,39.884679"
南北通透 把边户型 中间楼层 诚售,双旗杆东里 , 2室1厅 , 49.4平米 ,40人关注 , 共2次带看 , 31天以前发布,720,单价145749元/平米,西城,"116.394288,39.972468"
车站西街17号院 2室1厅 750万,车站西街17号院 , 2室1厅 , 86.78平米 ,22人关注 , 共7次带看 , 13天以前发布,750,单价86426元/平米,西城,"116.345757,39.884679"
新街口西里三区 1室1厅 650万,新街口西里三区 , 1室1厅 , 56.13平米 ,29人关注 , 共10次带看 , 15天以前发布,650,单价115803元/平米,西城,"116.372605,39.949564"
远雄大观低楼层精装修东西朝向大一居,远雄大观 , 1室1厅 , 80.12平米 ,25人关注 , 共0次带看 , 2个月以前发布,640,单价79881元/平米,西城,"116.374589,39.879474"
西城区 第三区 商住两用不限购,第三区 , 1室0厅 , 33.6平米 ,18人关注 , 共11次带看 , 5个月以前发布,235,单价69941元/平米,西城,"116.334817,39.884391"
三塔社区  独立小区  西南向2居  无遮挡 ,三塔社区 , 2室1厅 , 49.8平米 ,14人关注 , 共3次带看 , 1个月以前发布,610,单价122490元/平米,西城,"116.350856,39.936512"
南北通透，三居室，交通便利。。,新安中里 , 3室0厅 , 57.59平米 ,478人关注 , 共52次带看 , 6个月以前发布,500,单价86821元/平米,西城,"116.368001,39.883114"
西城晶华 2室1厅 230万,西城晶华 , 2室1厅 , 49.6平米 ,333人关注 , 共3次带看 , 2个月以前发布,230,单价46371元/平米,西城,"116.372543,39.927054"
平原里小区 南北通透 两居室 诚心出售,平原里小区 , 1室1厅 , 60.49平米 ,22人关注 , 共1次带看 , 2个月以前发布,400,单价66127元/平米,西城,"116.37913,39.887761"
西二环 广安门  荣丰三期复式  无遮挡 视野好,荣丰2008 , 1室1厅 , 37.41平米 ,73人关注 , 共4次带看 , 2个月以前发布,460,单价122962元/平米,西城,"116.343245,39.900529"
陶然北岸 2室1厅 1200万,陶然北岸 , 2室1厅 , 93.9平米 ,12人关注 , 共2次带看 , 2个月以前发布,1200,单价127796元/平米,西城,"116.389739,39.890281"
菜市口地铁 枫桦豪景 北向一居室 诚意出售,枫桦豪景二期 , 1室1厅 , 65.41平米 ,35人关注 , 共2次带看 , 4个月以前发布,670,单价102431元/平米,西城,"116.379101,39.895125"
宣武门外东大街 2室0厅 600万,宣武门外东大街 , 2室0厅 , 43.9平米 ,20人关注 , 共2次带看 , 28天以前发布,600,单价136675元/平米,西城,"116.385336,39.905491"
南向复式 不限购底商 民水民电 看房随时,荣丰2008 , 1室0厅 , 52.06平米 ,170人关注 , 共28次带看 , 10个月以前发布,320,单价61468元/平米,西城,"116.343245,39.900529"
双旗杆东里 3室1厅 940万,双旗杆东里 , 3室1厅 , 85.7平米 ,61人关注 , 共6次带看 , 4个月以前发布,940,单价109685元/平米,西城,"116.394288,39.972468"
冠英园小区 1室1厅 620万,冠英园小区 , 1室1厅 , 53.9平米 ,98人关注 , 共67次带看 , 1个月以前发布,620,单价115028元/平米,西城,"116.372422,39.944412"
西城区 全南采光 两居室，高原值，婚房装修！,考拉社区 , 2室1厅 , 83.95平米 ,278人关注 , 共38次带看 , 3个月以前发布,665,单价79214元/平米,西城,"116.353071,39.880569"
朱雀门 2室2厅 1498万,朱雀门 , 2室2厅 , 108.69平米 ,40人关注 , 共9次带看 , 18天以前发布,1498,单价137824元/平米,西城,"116.395214,39.88381"
西城二环里 2012年商品房凯迪尚府 朝南双阳台,凯迪尚府 , 2室1厅 , 86平米 ,119人关注 , 共88次带看 , 4个月以前发布,860,单价100000元/平米,西城,"116.372751,39.884391"
远见名苑 1室0厅 520万,远见名苑 , 1室0厅 , 57.75平米 ,60人关注 , 共36次带看 , 1个月以前发布,520,单价90044元/平米,西城,"116.344985,39.891739"
梁家园东胡同甲1号院 2室1厅 605万,梁家园东胡同甲1号院 , 2室1厅 , 54.36平米 ,17人关注 , 共0次带看 , 1个月以前发布,605,单价111296元/平米,西城,"116.390196,39.897334"
小市口胡同3号院 1室1厅 640万,小市口胡同3号院 , 1室1厅 , 43.8平米 ,15人关注 , 共0次带看 , 1个月以前发布,640,单价146119元/平米,西城,"116.391541,39.956199"
车站西街15号院 2室1厅 390万,车站西街15号院 , 2室1厅 , 58.29平米 ,53人关注 , 共11次带看 , 2个月以前发布,390,单价66907元/平米,西城,"116.345084,39.884248"
新街口西里2004年板楼两居室 业主花了4个月装修,新街口西里一区 , 2室1厅 , 68.31平米 ,63人关注 , 共0次带看 , 1个月以前发布,740,单价108330元/平米,西城,"116.376346,39.951025"
金融街 新文化街 双南2居室 精装修 业主诚售,新文化街 , 2室1厅 , 73.9平米 ,49人关注 , 共0次带看 , 2个月以前发布,850,单价115021元/平米,西城,"116.374945,39.909543"
金融街 新文化街 双南2居室 精装修 业主诚售,新文化街 , 2室1厅 , 73.9平米 ,49人关注 , 共0次带看 , 2个月以前发布,850,单价115021元/平米,西城,"116.374945,39.909543"
车站东街15号院 2室1厅 730万,车站东街15号院 , 2室1厅 , 68.89平米 ,22人关注 , 共2次带看 , 10天以前发布,730,单价105967元/平米,西城,"116.351933,39.887523"
新德街35号院 3室2厅 1400万,新德街35号院 , 3室2厅 , 108平米 ,42人关注 , 共5次带看 , 14天以前发布,1400,单价129630元/平米,西城,"116.380981,39.963101"
机械部局长楼 南北通透 全明格局 一层带40平米小院,汽北小区 , 3室1厅 , 92.5平米 ,40人关注 , 共88次带看 , 4个月以前发布,1200,单价129730元/平米,西城,"116.34858,39.909656"
第三区朝北开间，中间楼层，无遮挡，不限购，民用水电,第三区 , 1室0厅 , 34平米 ,42人关注 , 共9次带看 , 4个月以前发布,225,单价66177元/平米,西城,"116.334817,39.884391"
茶贸国际中心 1室0厅 155万,茶贸国际中心 , 1室0厅 , 34.31平米 ,48人关注 , 共2次带看 , 3个月以前发布,155,单价45177元/平米,西城,"116.333603,39.892188"
虎坊路甲15号院 4室1厅 1100万,虎坊路甲15号院 , 4室1厅 , 106.79平米 ,16人关注 , 共2次带看 , 12天以前发布,1100,单价103006元/平米,西城,"116.390728,39.891845"
万和世家 东南向 三居室带电梯,万和世家 , 3室1厅 , 123.94平米 ,66人关注 , 共4次带看 , 15天以前发布,1364,单价110054元/平米,西城,"116.371638,39.885409"
2009年商品房社区 带电梯 管理好,德胜佳苑 , 1室1厅 , 57.9平米 ,41人关注 , 共0次带看 , 23天以前发布,780,单价134716元/平米,西城,"116.382621,39.957951"
北露园 3室1厅 960万,北露园 , 3室1厅 , 90.67平米 ,43人关注 , 共2次带看 , 13天以前发布,960,单价105879元/平米,西城,"116.34798,39.93174"
六铺炕三区 3室1厅 1420万,六铺炕三区 , 3室1厅 , 97.9平米 ,30人关注 , 共2次带看 , 11天以前发布,1420,单价145046元/平米,西城,"116.393064,39.960653"
新街口西里三区 2室1厅 400万,新街口西里三区 , 2室1厅 , 59.48平米 ,27人关注 , 共1次带看 , 11天以前发布,400,单价67250元/平米,西城,"116.372605,39.949564"
教场口9号院 2003年新房 3部电梯直达 小区绿化高,教场口9号院 , 3室1厅 , 85平米 ,348人关注 , 共78次带看 , 4个月以前发布,885,单价104118元/平米,西城,"116.387118,39.960732"
清芷园南北向三居室。高楼层，采光好无遮挡,清芷园 , 3室2厅 , 161.88平米 ,39人关注 , 共38次带看 , 1个月以前发布,1600,单价98839元/平米,西城,"116.378537,39.879671"
乐城 1室1厅 370万,乐城 , 1室1厅 , 45.47平米 ,179人关注 , 共7次带看 , 2个月以前发布,370,单价81373元/平米,西城,"116.346469,39.882483"
阜成门外大街甲40号 2室1厅 680万,阜成门外大街甲40号 , 2室1厅 , 52.2平米 ,58人关注 , 共13次带看 , 3个月以前发布,680,单价130269元/平米,西城,"116.344469,39.927286"
考拉东向开间，满五年精装修，看房提前约,考拉社区 , 1室0厅 , 49.71平米 ,149人关注 , 共25次带看 , 4个月以前发布,400,单价80467元/平米,西城,"116.353071,39.880569"
德胜置业 朝北大开间  业主诚心出售,德胜置业 , 1室0厅 , 129.07平米 ,114人关注 , 共50次带看 , 6个月以前发布,550,单价42613元/平米,西城,"116.38894,39.968913"
荣丰一期  不临街 小户型一居,荣丰2008 , 1室0厅 , 36.65平米 ,131人关注 , 共7次带看 , 3个月以前发布,350,单价95498元/平米,西城,"116.343245,39.900529"
六铺炕二区 1室1厅 700万,六铺炕二区 , 1室1厅 , 51.6平米 ,35人关注 , 共0次带看 , 3个月以前发布,700,单价135659元/平米,西城,"116.395202,39.961718"
白纸坊西街  低楼层    小居室  满五年,白纸坊西街 , 2室1厅 , 63.1平米 ,16人关注 , 共0次带看 , 1个月以前发布,540,单价85579元/平米,西城,"116.361983,39.883404"
西直门 东西通透采光好 玉桃园一区  三居室,玉桃园一区 , 3室2厅 , 101.9平米 ,10人关注 , 共27次带看 , 7个月以前发布,1320,单价129539元/平米,西城,"116.364857,39.947964"
百万庄子区 高层三居 户型方正 赠送48平米阁楼,百万庄子区 , 3室1厅 , 79.5平米 ,33人关注 , 共15次带看 , 3个月以前发布,1080,单价135850元/平米,西城,"116.343452,39.937521"
金融街 西城晶华 免费会所  西向,西城晶华 , 1室0厅 , 77.29平米 ,63人关注 , 共129次带看 , 5个月以前发布,1000,单价129383元/平米,西城,"116.372543,39.927054"
天宁寺前街北里 小区中间南北向2居有钥匙,天宁寺前街北里 , 2室1厅 , 61.87平米 ,56人关注 , 共39次带看 , 1个月以前发布,552,单价89220元/平米,西城,"116.354296,39.897876"
马连道第三区，朝北开间，无遮挡，能注册，不限购,第三区 , 1室0厅 , 34平米 ,27人关注 , 共3次带看 , 4个月以前发布,230,单价67648元/平米,西城,"116.334817,39.884391"
茶贸国际商住两用房，不限购，可以注册办公,茶贸国际中心 , 1室0厅 , 40.34平米 ,136人关注 , 共5次带看 , 2个月以前发布,160,单价39663元/平米,西城,"116.333603,39.892188"
西城 远见名苑东南三居 精装 诚心出售,远见名苑 , 3室1厅 , 103.13平米 ,86人关注 , 共17次带看 , 31天以前发布,1050,单价101814元/平米,西城,"116.344985,39.891739"
西豪逸景 2室1厅 670万,西豪逸景 , 2室1厅 , 80.43平米 ,43人关注 , 共7次带看 , 11天以前发布,670,单价83303元/平米,西城,"116.348379,39.898284"
荣丰2008，不临街 小户型。,荣丰2008 , 1室0厅 , 24.03平米 ,143人关注 , 共2次带看 , 2个月以前发布,270,单价112360元/平米,西城,"116.343245,39.900529"
金宸国际公寓 南北通透 精装修 三居室 ,金宸国际公寓 , 3室2厅 , 205.51平米 ,46人关注 , 共18次带看 , 一年前发布,2800,单价136247元/平米,西城,"116.368189,39.918967"
海格国际 1室0厅 560万,海格国际 , 1室0厅 , 64.79平米 ,11人关注 , 共1次带看 , 1个月以前发布,560,单价86434元/平米,西城,"116.381523,39.900833"
安德馨居 1室1厅 670万,安德馨居 , 1室1厅 , 49.58平米 ,33人关注 , 共0次带看 , 12天以前发布,670,单价135136元/平米,西城,"116.390549,39.957292"
荣丰2008，不临街 小户型。,荣丰2008 , 1室0厅 , 24.03平米 ,143人关注 , 共2次带看 , 2个月以前发布,270,单价112360元/平米,西城,"116.343245,39.900529"
西直门南大街 1室1厅 480万,西直门南大街 , 1室1厅 , 43.5平米 ,125人关注 , 共3次带看 , 4个月以前发布,480,单价110345元/平米,西城,"116.362593,39.940019"
新风南里 2室1厅 1124万,新风南里 , 2室1厅 , 83.3平米 ,33人关注 , 共0次带看 , 12天以前发布,1124,单价134934元/平米,西城,"116.38343,39.967454"
如意里 1室0厅 536万,如意里 , 1室0厅 , 48.8平米 ,115人关注 , 共26次带看 , 4个月以前发布,536,单价109837元/平米,西城,"116.370813,39.949254"
远见名苑 1室0厅 500万,远见名苑 , 1室0厅 , 48.61平米 ,16人关注 , 共0次带看 , 9天以前发布,500,单价102860元/平米,西城,"116.344985,39.891739"
远见名苑 1室1厅 510万,远见名苑 , 1室1厅 , 47.97平米 ,16人关注 , 共0次带看 , 10天以前发布,510,单价106317元/平米,西城,"116.344985,39.891739"
南露园 1室1厅 540万,南露园 , 1室1厅 , 46.9平米 ,24人关注 , 共0次带看 , 11天以前发布,540,单价115139元/平米,西城,"116.348521,39.930655"
西城区 带燃气一居 正南向无遮挡 业主诚心出售,荣丰2008 , 1室0厅 , 37.85平米 ,92人关注 , 共6次带看 , 1个月以前发布,355,单价93792元/平米,西城,"116.343245,39.900529"
立恒名苑 4室2厅 1400万,立恒名苑 , 4室2厅 , 232.67平米 ,14人关注 , 共31次带看 , 2个月以前发布,1400,单价60172元/平米,西城,"116.354608,39.889087"
车站西街15号院南北通透两居室采光无遮挡业主靠谱卖。,车站西街15号院 , 2室1厅 , 48.49平米 ,56人关注 , 共40次带看 , 2个月以前发布,325,单价67025元/平米,西城,"116.345084,39.884248"
